"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","distance","weights","subclass","level"
"107","fluctuation","6","Abstract",2,60427,1163.3,355.21,23,0.6054,1.0483,23,0.7742,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.17609125905568,"Noun",11.53,0.123897507665676,1,"85",NA
"108","forte","1","Abstract",1,10140,1212,425.49,25,0.5967,0.8778,25,0.8387,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.47712125471966,"Noun",12.72,0.204488965924694,1,"240",NA
"109","fortitude","7","Abstract",3,70696,1170.75,449.54,28,0.5082,1.0985,28,0.9355,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.50514997831991,"Noun",12,0.150202048101202,1,"103",NA
"110","frazzle","7","Abstract",3,70701,1240.92,380.87,24,0.8533,1.2576,24,0.8065,31,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",11.42,0.120927809256569,1,"111",NA
"111","futility","6","Abstract",1,60238,1231.93,458.92,27,0.4071,0.9551,27,0.871,31,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.39794000867204,"Noun",13.55,0.284029626994129,1,"183",NA
"112","garishness","6","Abstract",3,60663,1212.17,553.22,23,0.6449,1.1243,23,0.7097,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.602059991327962,"Noun",14,0.344934779434675,1,"144",NA
"113","genealogy","3","Abstract",2,30485,1173.59,413.26,17,0.6286,1.4031,17,0.5806,31,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34242268082221,1.23044892137827,"Noun",12.89,0.220951986293763,1,"67",NA
"114","genocide","6","Abstract",2,60447,1216.27,346.22,11,0.2844,0.7815,11,0.3548,31,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79934054945358,1.66275783168157,"Noun",13.2,0.243689994111134,1,"271",NA
"115","gentility","1","Abstract",3,10739,1123.86,520.57,29,0.1456,1.1614,29,0.9032,31,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",13.29,0.265359569128158,1,"227",NA
"116","geopolitics","1","Abstract",3,10710,1438.09,513.36,11,1.1821,1.0931,11,0.4194,31,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",14.81,0.444425291854649,1,"213",NA
"117","geriatrics","8","Abstract",2,80497,1431,535.82,15,1.3635,1.2372,15,0.4516,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.903089986991944,"Noun",14.83,0.441695495572639,1,"230",NA
"118","giddiness","2","Abstract",2,20410,1106.71,491.87,28,0.3198,1.0003,28,0.9677,31,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",11.62,0.133536839885984,1,"260",NA
"119","gimmick","4","Abstract",4,40965,1085.3,289.27,20,0.5461,0.728,20,0.625,32,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.69897000433602,"Noun",11.89,0.14121913840477,1,"23",NA
"120","governance","6","Abstract",3,60678,1151.28,347.25,25,0.461,0.6807,25,0.8065,31,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",12,0.157162374193269,1,"145",NA
"121","gripe","7","Abstract",2,70407,1101.13,274.26,16,0.4349,0.7338,16,0.5484,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.44715803134222,"Noun",10.44,0.0728214390595372,1,"191",NA
"122","hesitancy","4","Abstract",1,40205,1071.86,339.87,28,0.1851,1.0062,28,0.875,32,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.12,0.168519291614793,1,"52",NA
"123","hex","10","Abstract",2,100479,1104,261.31,13,0.624,1.2031,13,0.4063,32,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82607480270083,1.50514997831991,"Noun",12.42,0.176953625596399,1,"172",NA
"124","hiatus","9","Abstract",3,90681,1033.14,325.48,21,0.1112,0.9832,21,0.7333,30,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.25527250510331,"Noun",14.59,0.405867501951887,1,"275",NA
"125","hilarity","7","Abstract",4,70957,922.57,255,28,-0.1362,0.7222,28,0.9032,31,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",12.53,0.19548409775602,1,"54",NA
"126","homage","4","Abstract",4,40991,1050.88,430.36,25,0.4219,1.1895,25,0.7813,32,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83250891270624,1.72427586960079,"Noun",13.72,0.295990670341968,1,"222",NA
"127","homey","6","Abstract",4,61000,955.13,273.2,24,-0.1252,0.7582,24,0.7742,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23552844690755,2.07188200730613,"Noun",11.65,0.123064563460358,1,"135",NA
"128","humanism","6","Abstract",3,60680,966.93,341.1,28,-0.1448,0.9114,28,0.9032,31,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14,0.346492193915968,1,"156",NA
"129","husbandry","7","Abstract",4,70999,1257.36,484.3,14,0.949,1.283,14,0.5161,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1,"Noun",13,0.234701268845769,1,"49",NA
"130","idiom","5","Abstract",1,50130,1113.81,318.2,26,0.3969,1.0634,26,0.875,32,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1,"Noun",14.06,0.345271906724851,1,"73",NA
"131","idleness","1","Abstract",2,10487,996.38,420.98,29,-0.089,0.8783,29,0.9677,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",11.53,0.126237799105113,1,"207",NA
"132","improvisation","6","Abstract",1,60204,1288.92,578.51,26,0.557,1.1846,26,0.8387,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.25527250510331,"Noun",13.25,0.25486266716535,1,"137",NA
"133","impudence","10","Abstract",1,100216,1010.06,444.61,31,-0.0975,0.9249,31,0.9688,32,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136376415899,1.36172783601759,"Noun",15.56,0.527952677209313,1,"27",NA
"134","incapacity","5","Abstract",3,50726,1072.32,435.17,31,0.0665,1.0506,31,1,32,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1,"Noun",13.05,0.238017073523099,1,"161",NA
"135","inception","9","Abstract",1,90197,1158.53,343.22,30,0.3505,0.9711,30,1,30,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34242268082221,1.25527250510331,"Noun",14.11,0.347440581074368,1,"31",NA
"136","inclusiveness","1","Abstract",1,10197,1172.87,459.23,30,0.3441,1.0019,30,1,31,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.72,0.319155570636549,1,"118",NA
"137","indication","10","Abstract",1,100245,988.77,357.69,22,-0.2295,0.641,22,0.7813,32,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26007138798507,2.22530928172586,"Noun",12,0.143713623838128,1,"159",NA
"138","ineptness","6","Abstract",1,60201,1210.89,526.22,28,0.3191,0.9854,28,0.9032,31,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.76,0.323659332492817,1,"72",NA
"139","inequity","3","Abstract",2,30499,1055.52,519.38,31,-0.0265,1.0443,31,1,31,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",14.72,0.430437776754887,1,"186",NA
"140","inertia","7","Abstract",1,70167,1296.95,505.32,20,0.6407,1.2194,20,0.7097,31,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.39794000867204,"Noun",12.84,0.214585903693878,1,"291",NA
"141","inertness","7","Abstract",2,70498,1152.7,447.58,27,0.5895,1.1871,27,0.8387,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",14.39,0.391730495084331,1,"2",NA
"142","inexperience","5","Abstract",3,50719,986.23,363.41,30,-0.1983,0.8254,30,0.9063,32,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.23044892137827,"Noun",11.16,0.104773550677086,1,"262",NA
"143","infiltration","10","Abstract",1,100177,1283.6,582.42,25,0.6674,1.4127,25,0.7813,32,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.56820172406699,"Noun",13.06,0.232977500311693,1,"225",NA
"144","injustice","10","Abstract",1,100165,1021,430.46,31,-0.153,0.8949,31,0.9688,32,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2148438480477,2.14921911265538,"Noun",10.89,0.0867007755313352,1,"274",NA
"145","inkling","8","Abstract",3,80664,1153.75,387.07,20,0.5041,0.8247,20,0.6774,31,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.50514997831991,"Noun",12.89,0.218347405832786,1,"90",NA
"146","innuendo","8","Abstract",2,80403,1160.6,398.01,30,0.3768,0.9456,30,1,31,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.61278385671974,"Noun",13.56,0.281372047483343,1,"193",NA
"147","insentient","3","Abstract",2,30482,1254.24,516.34,29,0.582,0.9159,29,0.9355,31,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",15.27,0.510629486154716,1,"115",NA
"148","insufficiency","4","Abstract",1,40149,1119.52,317.3,31,0.3295,1.0868,31,1,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",13.17,0.254360754377362,1,"171",NA
"149","interplay","2","Abstract",2,20475,1116.68,373.82,22,0.5278,0.9645,22,0.7097,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",11.25,0.112940313139277,1,"174",NA
"150","involvement","10","Abstract",1,100212,1084.68,548.35,25,-0.0358,1.1186,25,0.8125,32,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39794000867204,2.35024801833416,"Noun",9.22,0.0380618292512207,1,"181",NA
"151","irrelevancy","1","Abstract",1,10195,1127.19,476.74,31,0.1935,0.9385,31,1,31,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",11.44,0.123891798401269,1,"194",NA
"152","joviality","10","Abstract",4,100974,1006.24,364.75,29,0.0876,0.9936,29,0.9375,32,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.12,0.255897450414778,1,"76",NA
"153","killjoy","8","Abstract",3,80636,1238.12,404.67,17,0.7626,0.8843,17,0.5806,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.25527250510331,"Noun",12.94,0.224739105955922,1,"160",NA
"154","kinetics","10","Abstract",1,100211,1527.44,570,16,1.3003,1.2121,16,0.5,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14,0.351350864102112,1,"166",NA
"155","leftist","1","Abstract",4,10905,1221.87,469.51,15,0.7305,1.1036,15,0.4839,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",13.22,0.256271615785514,1,"218",NA
"156","lesbianism","6","Abstract",2,60496,1399.74,567.18,19,0.8828,1.1255,19,0.6774,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",14.44,0.392785297837891,1,"124",NA
"157","levity","2","Abstract",2,20481,943.34,405.11,29,-0.2521,0.839,29,0.9355,31,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30102999566398,1.27875360095283,"Noun",14.78,0.430090084546088,1,"182",NA
"158","libel","1","Abstract",3,10703,1139.08,430.67,24,0.3113,0.8876,24,0.7742,31,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.49136169383427,"Noun",14.12,0.341971456435957,1,"241",NA
"159","literacy","3","Abstract",1,30128,1167.7,518.53,23,0.1566,0.8789,23,0.7097,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.39794000867204,"Noun",11.44,0.117757776712631,1,"109",NA
"160","longevity","2","Abstract",4,20973,942.39,350.64,31,-0.1225,0.9621,31,1,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.41497334797082,"Noun",10.72,0.0840228531168342,1,"196",NA
"161","lore","1","Abstract",1,10244,1123.52,365.15,23,0.2332,0.7095,23,0.7419,31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.46239799789896,"Noun",12.56,0.1908008937697,1,"38",NA
"162","lowbrow","10","Abstract",1,100167,1534.6,725.71,5,1.341,1.4056,5,0.125,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",13.08,0.244008507861182,1,"110",NA
"163","lucidity","6","Abstract",2,60423,1115.73,383.43,30,0.3369,0.9634,30,1,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.14612803567824,"Noun",13.81,0.315751751515384,1,"272",NA
"164","lust","1","Abstract",4,10908,843.48,191.54,29,-0.263,0.8077,29,0.9355,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45484486000851,2.32633586092875,"Noun",12.22,0.156428362118353,1,"178",NA
"165","lyricism","8","Abstract",1,80241,1230.64,405.33,25,0.6365,1.1626,25,0.871,31,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.8,0.223547532125792,1,"266",NA
"166","malcontent","7","Abstract",3,70645,1194.21,423.62,29,0.6944,1.0594,29,0.9355,31,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.04139268515823,"Noun",14.33,0.378634740595482,1,"81",NA
"167","malice","8","Abstract",4,80977,938.76,281.12,25,-0.0991,0.7359,25,0.8065,31,1.72,25,1.8,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.69019608002851,"Noun",12.33,0.170697494662573,1,"254",NA
"168","manifestation","2","Abstract",3,20659,1157.86,270.58,22,0.7357,0.8845,22,0.7097,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.69019608002851,"Noun",14.17,0.348181895796027,1,"202",NA
"169","marketing","10","Abstract",4,100896,1062.8,396.2,15,0.5932,1.2276,15,0.4375,32,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38738982633873,2.19589965240923,"Noun",12.25,0.15912315046929,1,"39",NA
"170","matriculation","2","Abstract",4,20989,1376.56,495.68,16,1.3023,1.0057,16,0.5161,31,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",16.07,0.611950914468401,1,"224",NA
"171","maxim","10","Abstract",1,100250,1253.35,470.65,20,0.7008,1.0313,20,0.625,32,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81954393554187,1.61278385671974,"Noun",12.67,0.196612933325309,1,"88",NA
"172","merger","2","Abstract",2,20457,1123.14,358.84,14,0.5982,1.1111,14,0.4516,31,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30749603791321,1.75587485567249,"Noun",13.1,0.227886763508421,1,"238",NA
"173","misinformation","1","Abstract",4,10951,1060.36,324.57,28,0.4692,1.1,28,0.9677,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.17609125905568,"Noun",11.06,0.100377439377201,1,"14",NA
"174","misrule","6","Abstract",4,60969,1073.34,432.65,29,0.1468,0.777,29,0.9677,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.31,0.275016946847668,1,"176",NA
"175","mooch","1","Abstract",1,10129,1190.27,335.9,15,0.3514,0.8759,15,0.4839,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.43136376415899,"Noun",11.72,0.131599144544882,1,"298",NA
"176","moodiness","7","Abstract",2,70442,947.1,353.29,31,-0.1554,0.8342,31,1,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",12,0.157909001597778,1,"276",NA
"177","motif","9","Abstract",2,90422,998.94,390.56,18,0.2916,1.3453,18,0.6,30,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.43136376415899,"Noun",13.55,0.282349357157555,1,"249",NA
"178","naivety","9","Abstract",2,90417,1030.83,382.2,29,0.1217,1.1175,29,0.9667,30,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.44,0.194904912446895,1,"188",NA
"179","narcissism","6","Abstract",1,60222,1125.97,352.67,31,0.1329,0.7836,31,1,31,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.27875360095283,"Noun",13.17,0.244343706864735,1,"192",NA
"180","nationalism","1","Abstract",2,10485,1160.21,283.23,24,0.3664,0.6541,24,0.8065,31,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1,"Noun",12.39,0.182124934857653,1,"56",NA
"181","necrophilia","7","Abstract",2,70453,1306.35,425.66,17,0.9211,1.0398,17,0.5806,31,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.17609125905568,"Noun",15,0.459366034432057,1,"282",NA
"182","negation","4","Abstract",1,40216,1026.82,375.68,28,0.005,0.954,28,0.9063,32,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.28,0.376963541979464,1,"80",NA
"183","nepotism","5","Abstract",2,50463,1066.77,349.77,30,0.1736,0.8437,30,0.9688,32,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",13.75,0.311776245643736,1,"234",NA
"184","neuroses","1","Abstract",4,10877,1465.93,397.85,14,1.285,1.1452,14,0.4839,31,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.41497334797082,"Noun",15.17,0.477382887126993,1,"26",NA
"185","neurosis","10","Abstract",2,100418,1206.36,504.83,14,0.6608,1.4198,14,0.4063,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.44715803134222,"Noun",15.17,0.476118204634135,1,"151",NA
"186","notoriety","1","Abstract",2,10481,1146.55,359.49,29,0.3763,0.8567,29,0.9677,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38021124171161,1.36172783601759,"Noun",13.81,0.31262689332601,1,"51",NA
"187","obscurity","3","Abstract",3,30636,922.1,301.74,31,-0.2714,0.7651,31,1,31,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.43136376415899,"Noun",12.06,0.154981636726953,1,"289",NA
"188","opportunism","3","Abstract",1,30172,1186.24,402.4,29,0.3629,1.072,29,0.9677,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.17,0.371603248992026,1,"267",NA
"189","optimization","2","Abstract",2,20436,971.06,363.33,31,-0.0665,0.7907,31,1,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.44,0.194904912446895,1,"84",NA
"190","ordination","7","Abstract",4,70878,1177.44,391.41,27,0.726,1.0297,27,0.9355,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",13.93,0.33556034431799,1,"30",NA
"191","overtone","5","Abstract",4,50898,1068.14,338.28,21,0.5077,1.2701,21,0.6563,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",14.06,0.353538901746188,1,"205",NA
"192","pacifism","4","Abstract",4,40952,1026.71,336.81,28,0.3403,0.8966,28,0.9032,31,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",13.39,0.274722842275102,1,"53",NA
"193","panache","4","Abstract",3,40653,1209.93,343.37,15,0.8166,0.9922,15,0.4688,32,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,0.954242509439325,"Noun",12.92,0.22736460653109,1,"175",NA
"194","paradigm","6","Abstract",1,60236,1215.05,376.17,20,0.3636,0.9522,20,0.6452,31,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57978359661681,1.34242268082221,"Noun",16.6,0.654363899176892,1,"158",NA
"195","paradox","5","Abstract",2,50437,1147.08,441.63,24,0.3913,0.9028,24,0.75,32,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81954393554187,1.66275783168157,"Noun",13.78,0.302680090143429,1,"140",NA
"196","partiality","5","Abstract",4,50915,1106,502.25,30,0.2763,1.0315,30,0.9688,32,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.477121254719662,"Noun",11.21,0.110887994175882,1,"228",NA
"197","perjurer","8","Abstract",3,80722,1110.27,505.45,11,0.3569,0.9503,11,0.3871,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.92,0.337200733783129,1,"286",NA
"198","persecution","5","Abstract",2,50449,1106.57,422.56,30,0.3192,1.3427,30,0.9375,32,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.70757017609794,"Noun",11.8,0.135368605789699,1,"294",NA
"199","personage","1","Abstract",4,10978,1208.65,408.49,23,0.6578,1.0298,23,0.7742,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",13.06,0.239820683347945,1,"162",NA
"200","pertinence","3","Abstract",1,30202,1261.3,351.7,23,0.5952,0.7924,23,0.7742,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.06,0.16594795016057,1,"119",NA
"201","perversity","3","Abstract",1,30191,1375.97,574.21,31,0.7432,1.1391,31,1,31,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",14.38,0.388032872260364,1,"251",NA
"202","phenomena","10","Abstract",3,100652,1036.11,359.68,27,0.1989,1.1685,27,0.8438,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90848501887865,1.79934054945358,"Noun",11.94,0.142977430971269,1,"263",NA
"203","phonetics","6","Abstract",4,60993,1382.93,518.36,15,1.1299,1.2953,15,0.4516,31,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.477121254719662,"Noun",10.94,0.0973770491418837,1,"232",NA
"204","phoniness","4","Abstract",2,40459,1219.31,381.77,29,0.7133,0.8782,29,0.875,32,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",11.55,0.129410692393093,1,"44",NA
"205","posterity","9","Abstract",3,90662,1069.46,409.31,28,0.3572,1.2098,28,0.9333,30,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.50514997831991,"Noun",13.53,0.280261951282837,1,"136",NA
"206","pragmatism","3","Abstract",3,30718,1133.29,352.06,24,0.3339,0.8224,24,0.8065,31,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1,"Noun",15.59,0.538035530948234,1,"155",NA
"207","pragmatist","9","Abstract",3,90674,1134.06,325.85,17,0.6067,1.0855,17,0.5667,30,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",15.88,0.576341654897049,1,"296",NA
"208","preflight","5","Abstract",1,50137,1168.4,516.16,15,0.5541,1.0423,15,0.5,32,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",13.16,0.253382879579067,1,"35",NA
"209","prestige","6","Abstract",2,60418,1019.48,335.34,27,0.0544,0.9826,27,0.9032,31,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85125834871908,1.7160033436348,"Noun",11.59,0.122668715253075,1,"74",NA
"210","presumption","7","Abstract",1,70126,1097.13,462.03,30,0.1075,1.0073,30,0.9355,31,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910646070265,1.47712125471966,"Noun",14.28,0.363498310573396,1,"163",NA
"211","pretext","7","Abstract",2,70464,1083.95,407.65,20,0.4463,1.1985,20,0.6452,31,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81954393554187,1.72427586960079,"Noun",13.06,0.230362735623572,1,"243",NA
"212","prodigal","2","Abstract",2,20414,1122.85,454.83,26,0.401,1.3643,26,0.8065,31,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.7160033436348,"Noun",11.72,0.130783912569633,1,"108",NA
